state,county,tract,Total population 2020
17,031,770201,5894.0
17,031,770202,5060.0
17,031,770300,7234.0
17,031,770400,4375.0
17,031,770500,4632.0
17,031,770601,3272.0
17,031,770602,4762.0
17,031,770700,2537.0
17,031,770800,5661.0
17,031,770901,5245.0
17,031,770902,3732.0
