state,county,tract,Total population 2020
17,031,300500,3243.0
17,031,300600,3253.0
17,031,300700,4798.0
17,031,300800,4136.0
17,031,300900,4553.0
17,031,301100,2323.0
17,031,301200,4087.0
17,031,301600,4995.0
17,031,301701,4279.0
17,031,301702,4121.0
17,031,301801,3947.0
17,031,301802,3376.0
17,031,301803,5107.0
