state,county,tract,Total population 2010
17,031,150200,7540
17,031,150300,7198
17,031,150401,4793
17,031,150402,3886
17,031,150501,3648
17,031,150502,4205
17,031,150600,4163
17,031,150700,4608
17,031,150800,5280
17,031,151001,2819
17,031,151002,4567
17,031,151100,5458
17,031,151200,3884
