state,county,tract,Total population 2020
17,031,680500,1307.0
17,031,680600,1165.0
17,031,680900,3573.0
17,031,681000,2573.0
17,031,681100,2873.0
17,031,681200,2353.0
17,031,681300,2182.0
17,031,681400,2474.0
