state,county,tract,Total population 2010
17,031,040100,3985
17,031,040201,6218
17,031,040202,7249
17,031,040300,3069
17,031,040401,3092
17,031,040402,4468
17,031,040600,2434
17,031,040700,3123
17,031,040800,1514
17,031,040900,1950
