state,county,tract,Total population 2020
17,031,460100,2840.0
17,031,460200,1948.0
17,031,460301,2987.0
17,031,460302,3282.0
17,031,460400,3411.0
17,031,460500,5400.0
17,031,460800,3639.0
17,031,461000,1460.0
