state,county,tract,Total population 2020
17,031,660301,1850.0
17,031,660302,5549.0
17,031,660400,5692.0
17,031,660500,5013.0
17,031,660600,6404.0
17,031,660700,2076.0
17,031,660800,6114.0
17,031,660900,4446.0
17,031,661000,5756.0
17,031,661100,6633.0
