state,county,tract,Total population 2020
17,031,700100,3326.0
17,031,700200,6554.0
17,031,700301,5762.0
17,031,700302,5662.0
17,031,700401,5822.0
17,031,700402,4082.0
17,031,700501,6912.0
17,031,700502,2978.0
