state,county,tract,Total population 2010
17,031,170100,1752
17,031,170200,3892
17,031,170300,5129
17,031,170400,3870
17,031,170500,4980
17,031,170600,2498
17,031,170700,2980
17,031,170800,3721
17,031,170900,1713
17,031,171000,7287
17,031,171100,4110
