state,county,tract,Total population 2020
17,031,310200,1588.0
17,031,310300,1767.0
17,031,310400,1375.0
17,031,310500,1399.0
17,031,310600,5498.0
17,031,310700,1700.0
17,031,310800,4175.0
17,031,310900,4781.0
