state,county,tract,Total population 2020
17,031,490200,3040.0
17,031,490500,1995.0
17,031,490600,1443.0
17,031,490700,2656.0
17,031,490800,3502.0
17,031,490901,3403.0
17,031,490902,4647.0
17,031,491000,3807.0
17,031,491100,4079.0
17,031,491200,2019.0
17,031,491300,2023.0
17,031,491400,2593.0
