state,county,tract,Total population 2020
17,031,430101,4091.0
17,031,430102,3104.0
17,031,430200,5086.0
17,031,430300,2558.0
17,031,430400,3031.0
17,031,430500,4098.0
17,031,430600,1670.0
17,031,430700,2175.0
17,031,430800,1862.0
17,031,430900,1797.0
17,031,431200,2898.0
17,031,431301,3590.0
17,031,431302,4351.0
17,031,431400,6716.0
