state,county,tract,Total population 2020
17,031,280100,7421.0
17,031,280400,1231.0
17,031,280800,1198.0
17,031,280900,1077.0
17,031,281900,7031.0
17,031,282700,2558.0
17,031,282800,1634.0
17,031,283100,2717.0
17,031,283200,1670.0
17,031,283800,3343.0
