state,county,tract,Total population 2010
17,031,140100,3729
17,031,140200,5965
17,031,140301,2891
17,031,140302,4345
17,031,140400,6805
17,031,140500,3679
17,031,140601,2786
17,031,140602,5397
17,031,140701,2933
17,031,140702,6187
17,031,140800,6825
