state,county,tract,Total population 2020
17,031,070101,4171.0
17,031,070102,3063.0
17,031,070103,1845.0
17,031,070200,4200.0
17,031,070300,4349.0
17,031,070400,3250.0
17,031,070500,3322.0
17,031,070600,3449.0
17,031,070700,3699.0
17,031,071000,4357.0
17,031,071100,3091.0
17,031,071200,2973.0
17,031,071300,3893.0
17,031,071400,4962.0
17,031,071500,6282.0
17,031,071600,1793.0
17,031,071700,1660.0
17,031,071800,2652.0
