state,county,tract,Total population 2010
17,031,420100,1441
17,031,420200,1723
17,031,420300,2488
17,031,420400,1329
17,031,420500,2624
17,031,420600,2219
17,031,420700,3261
17,031,420800,2213
17,031,421200,1380
