state,county,tract,Total population 2010
17,031,050100,2290
17,031,050200,4837
17,031,050300,2365
17,031,050500,4754
17,031,050600,2071
17,031,050700,1418
17,031,050800,1289
17,031,050900,1391
17,031,051000,1503
17,031,051100,1556
17,031,051200,1516
17,031,051300,2683
17,031,051400,2077
