state,county,tract,Population with personal vehicle
17,031,530600,628.0
17,031,530300,1074.0
17,031,530501,828.0
17,031,530503,1179.0
17,031,530502,339.0
17,031,530400,381.0
17,031,530100,617.0
17,031,530200,816.0
