state,county,tract,Population with personal vehicle
17,031,660400,1906.0
17,031,660500,1345.0
17,031,660600,1624.0
17,031,660700,505.0
17,031,660800,1712.0
17,031,660900,840.0
17,031,661000,1540.0
17,031,661100,1933.0
