state,county,tract,Population with personal vehicle
17,031,150401,1913.0
17,031,150402,1306.0
17,031,150501,1582.0
17,031,150502,1630.0
17,031,151001,999.0
17,031,151002,1875.0
17,031,150800,1954.0
17,031,151100,2039.0
17,031,150600,1424.0
17,031,150700,1679.0
17,031,150200,2655.0
17,031,150300,2630.0
17,031,151200,1469.0
