state,county,tract,Population with personal vehicle
17,031,100100,2668.0
17,031,100200,3004.0
17,031,100300,2374.0
17,031,100400,1418.0
17,031,100500,2804.0
17,031,100600,1969.0
17,031,100700,1962.0
