state,county,tract,Population with personal vehicle
17,031,430400,381.0
17,031,430600,500.0
17,031,430800,437.0
17,031,430900,293.0
17,031,430101,967.0
17,031,430102,762.0
17,031,431301,520.0
17,031,431302,575.0
17,031,430300,633.0
17,031,431200,685.0
17,031,430700,614.0
17,031,430200,832.0
17,031,430500,527.0
17,031,431400,1460.0
