state,county,tract,Population with personal vehicle
17,031,222600,524.0
17,031,221100,1292.0
17,031,221200,916.0
17,031,221600,1085.0
17,031,221400,906.0
17,031,220300,867.0
17,031,220500,596.0
17,031,222200,591.0
17,031,222500,521.0
17,031,222800,329.0
17,031,222700,814.0
17,031,221000,859.0
17,031,221500,862.0
17,031,220400,718.0
17,031,222900,374.0
17,031,220601,427.0
17,031,220602,1136.0
17,031,220701,1228.0
17,031,220702,1537.0
17,031,220901,814.0
17,031,220902,1077.0
17,031,221300,710.0
