state,county,tract,Population with personal vehicle
17,031,420100,260.0
17,031,420200,364.0
17,031,420300,405.0
17,031,420400,220.0
17,031,420500,410.0
17,031,420600,327.0
17,031,420700,575.0
17,031,420800,569.0
17,031,421200,247.0
