state,county,tract,Population with personal vehicle
17,031,210100,1826.0
17,031,210200,370.0
17,031,210300,2091.0
17,031,210400,992.0
17,031,210500,3262.0
17,031,210600,2553.0
17,031,210700,1591.0
17,031,210800,463.0
17,031,210900,986.0
