state,county,tract,Population with personal vehicle
17,031,410100,397.0
17,031,410200,215.0
17,031,410500,624.0
17,031,410600,572.0
17,031,410700,380.0
17,031,410800,480.0
17,031,410900,747.0
17,031,411000,850.0
17,031,411100,325.0
17,031,411200,264.0
