state,county,tract,Population with personal vehicle
17,031,080100,895.0
17,031,080201,802.0
17,031,080202,410.0
17,031,080300,1142.0
17,031,080400,732.0
17,031,081000,768.0
17,031,081100,402.0
17,031,081201,692.0
17,031,081202,563.0
17,031,081300,1081.0
17,031,081401,281.0
17,031,081402,1289.0
17,031,081403,1362.0
17,031,081500,1271.0
17,031,081600,406.0
17,031,081700,564.0
17,031,081800,1925.0
17,031,081900,364.0
