state,county,tract,Population with personal vehicle
17,031,301200,917.0
17,031,300700,1409.0
17,031,300800,1076.0
17,031,301100,782.0
17,031,301600,1043.0
17,031,301701,1232.0
17,031,301802,822.0
17,031,301702,1103.0
17,031,301801,1045.0
17,031,301803,1201.0
17,031,300900,612.0
17,031,300500,909.0
17,031,300600,959.0
