state,county,tract,Population with personal vehicle
17,031,170400,1621.0
17,031,170800,1990.0
17,031,170900,841.0
17,031,171100,1679.0
17,031,170100,705.0
17,031,170700,1227.0
17,031,170200,1725.0
17,031,170300,2376.0
17,031,170500,2672.0
17,031,171000,3029.0
17,031,170600,1094.0
