state,county,tract,Population with personal vehicle
17,031,071200,390.0
17,031,070200,872.0
17,031,070300,901.0
17,031,071500,1588.0
17,031,071700,379.0
17,031,070101,734.0
17,031,070102,697.0
17,031,070103,481.0
17,031,071000,566.0
17,031,070400,700.0
17,031,070600,1008.0
17,031,071300,945.0
17,031,070700,1566.0
17,031,071100,441.0
17,031,071400,1090.0
17,031,070500,1008.0
17,031,071600,363.0
17,031,071800,819.0
