state,county,tract,Population with personal vehicle
17,031,690300,347.0
17,031,690400,571.0
17,031,690500,233.0
17,031,690900,968.0
17,031,691000,658.0
17,031,691100,936.0
17,031,691200,399.0
17,031,691300,599.0
17,031,691400,437.0
17,031,691500,432.0
